RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster,run
0.18945532,0.21047579,0.20218173,[42.42097174210679],0.9288952630322216,0.13530308,2.1863223430077663,0.7040742084540486,0.7522067389949931,-0.0002589478787966,0.0022143218566666,run_11044
0.19532864,0.21143724,0.20508125,[33.62966063584242],0.9059614450528716,0.118201345,2.2830359311574746,0.5829218920717252,0.6886826980974078,0.0012851749026301,0.0040109664664108,run_43654
0.18445472,0.20828617,0.19888298,[36.723294017341985],0.9615279571846692,0.13790792,2.0733714056740427,0.8749964277950839,0.8538718909364058,0.0002394400969058,0.0025931804976586,run_68663
0.1910716,0.21085985,0.203052,[17.687089078398508],0.9427680305659948,0.12388084,2.297702961856867,0.7123535024855087,0.7696190684317132,0.000299487290262,0.0029800267308327,run_68451
0.19613199,0.21032143,0.20472269,[36.37619359005355],0.916870594056704,0.113657534,2.275251932518464,0.6497272966227328,0.7131089875892429,0.0001923504605032,0.0029777345230966,run_59255
0.18690096,0.2099901,0.2008798,[43.04133396755938],0.9256066865118716,0.124951184,2.1954654615926983,0.6382209703542931,0.7340821108298682,0.00114506077307,0.0041049348967888,run_90391
0.18708216,0.21023005,0.20109655,[38.64562458669518],0.9133605636568828,0.1347721,2.272248481386036,0.6474780738548584,0.7322923734485837,0.0002258820365159,0.0028313316174917,run_93773
0.1914188,0.21059167,0.20302662,[37.398292980494304],0.9193922302179556,0.13178201,2.1139572411323444,0.6388646023495992,0.7225969366108381,-0.0001327590284071,0.0023976348680387,run_22902
0.18322155,0.20835188,0.19843619,[37.42119458144281],0.9042409669859576,0.119185455,2.221600926567886,0.5705479192121807,0.6644492607713516,0.000170861470582,0.0029014032746513,run_48127
0.18919708,0.2085408,0.20090833,[35.225302297601054],0.9209714210225086,0.13562499,2.2562082019264555,0.6804992155939454,0.7471927776488335,-8.624040615931934e-05,0.0024264663866836,run_5392
